Serial_No,Shop_ID,Product_ID,Quantity_Sold_per_week,Sales_per-Week,Profit_per_week
10433,SH1029,D09,50,3500,1100
10434,SH1029,B09,118,1770,472
10435,SH1030,S1,69,4485,2070
10436,SH1030,S2,73,4380,1606
10437,SH1030,B01,85,3400,1275
10438,SH1030,B03,84,840,336
10439,SH1030,D09,61,4270,1342
10440,SH1030,B04,103,9270,4223
10441,SH1030,B09,91,1365,364
10442,SH1031,B01,130,5200,1950
10443,SH1031,B03,65,650,260
10444,SH1031,D09,57,3990,1254
10445,SH1031,B04,110,9900,4510
10446,SH1031,B09,76,1140,304
10447,SH1032,D04,65,6500,2990
10448,SH1032,D06,80,2800,1360
10449,SH1032,S1,85,5525,2550
10450,SH1032,B01,50,2000,750
10451,SH1032,B03,127,1270,508
10452,SH1032,D09,120,8400,2640
10453,SH1032,B04,98,8820,4018
10454,SH1032,B09,115,1725,460
10455,SH1033,D04,110,11000,5060
10456,SH1033,D06,102,3570,1734
10457,SH1033,S1,130,8450,3900
10458,SH1033,B01,117,4680,1755
10459,SH1033,B03,75,750,300
10460,SH1033,D09,89,6230,1958
10461,SH1033,B04,62,5580,2542
10462,SH1033,D10,127,3175,1397
10463,SH1033,B09,71,1065,284
10464,SH1034,D04,60,6000,2760
10465,SH1034,D06,88,3080,1496
10466,SH1034,D08,73,11680,2190
10467,SH1034,S1,57,3705,1710
10468,SH1034,B01,87,3480,1305
10469,SH1034,B03,87,870,348
10470,SH1034,D09,59,4130,1298
10471,SH1034,B04,72,6480,2952
10472,SH1034,D10,99,2475,1089
10473,SH1034,B09,64,960,256
10474,SH1035,D08,110,17600,3300
10475,SH1035,B01,120,4800,1800
10476,SH1035,B03,61,610,244
10477,SH1035,D09,66,4620,1452
10478,SH1035,B04,81,7290,3321
10479,SH1035,D10,113,2825,1243
10480,SH1035,B09,116,1740,464
10481,SH1035,D01,126,7560,2520
10482,SH1035,D06,119,4165,2023
10483,SH1035,D08,76,5700,2432
10484,SH1035,D08,123,19680,3690
10485,SH1035,S1,65,4225,1950
10486,SH1035,S2,122,7320,2684
10487,SH1035,B01,123,4920,1845
10488,SH1035,B03,84,840,336
10489,SH1035,D09,116,8120,2552
10490,SH1035,B04,76,6840,3116
10491,SH1035,B09,54,810,216
10492,SH1036,D08,91,14560,2730
10493,SH1036,B01,71,2840,1065
10494,SH1036,B03,99,990,396
10495,SH1036,D09,68,4760,1496
10496,SH1036,B04,106,9540,4346
10497,SH1036,D10,90,2250,990
10498,SH1036,B09,80,1200,320
10499,SH1037,D04,53,5300,2438
10500,SH1037,D06,72,2520,1224
10501,SH1037,D08,104,16640,3120
10502,SH1037,S1,100,6500,3000
10503,SH1037,B01,73,2920,1095
10504,SH1037,B03,94,940,376
10505,SH1037,D09,104,7280,2288
10506,SH1037,B09,111,1665,444
10507,SH1038,S1,90,5850,2700
10508,SH1038,B01,99,3960,1485
10509,SH1038,B03,102,1020,408
10510,SH1038,D09,117,8190,2574
10511,SH1038,B04,88,7920,3608
10512,SH1038,B09,115,1725,460
10513,SH1039,D04,129,12900,5934
10514,SH1039,D06,116,4060,1972
10515,SH1039,S1,115,7475,3450
10516,SH1039,B01,103,4120,1545
10517,SH1039,B03,130,1300,520
10518,SH1039,D09,120,8400,2640
10519,SH1039,B04,104,9360,4264
10520,SH1039,B09,117,1755,468
10521,SH1040,S1,60,3900,1800
10522,SH1040,B01,93,3720,1395
10523,SH1040,B03,58,580,232
10524,SH1040,D09,119,8330,2618
10525,SH1040,B04,117,10530,4797
10526,SH1040,D10,51,1275,561
10527,SH1040,B09,68,1020,272
10528,SH1041,D04,114,11400,5244
10529,SH1041,D06,100,3500,1700
10530,SH1041,S1,114,7410,3420
10531,SH1041,B01,92,3680,1380
10532,SH1041,B03,91,910,364
10533,SH1041,D09,96,6720,2112
10534,SH1041,B04,65,5850,2665
10535,SH1041,B09,72,1080,288
10536,SH1042,D04,81,8100,3726
10537,SH1042,D06,114,3990,1938
10538,SH1042,S1,121,7865,3630
10539,SH1042,B01,129,5160,1935
10540,SH1042,B03,102,1020,408
10541,SH1042,D09,79,5530,1738
10542,SH1042,D10,123,3075,1353
10543,SH1042,B09,87,1305,348
10544,SH1043,D04,84,8400,3864
10545,SH1043,D06,90,3150,1530
10546,SH1043,D08,65,10400,1950
10547,SH1043,S1,114,7410,3420
10548,SH1043,B01,114,4560,1710
10549,SH1043,B03,88,880,352
10550,SH1043,D09,78,5460,1716
10551,SH1043,B09,56,840,224
10552,SH1044,S1,87,5655,2610
10553,SH1044,B01,121,4840,1815
10554,SH1044,B03,128,1280,512
10555,SH1044,D09,118,8260,2596
10556,SH1044,B04,99,8910,4059
10557,SH1044,B09,130,1950,520
10558,SH1045,D04,55,5500,2530
10559,SH1045,D06,126,4410,2142
10560,SH1045,S1,125,8125,3750
10561,SH1045,B01,61,2440,915
10562,SH1045,B03,119,1190,476
10563,SH1045,D09,119,8330,2618
10564,SH1045,D10,82,2050,902
10565,SH1045,B09,94,1410,376
10566,SH1046,B01,116,4640,1740
10567,SH1046,B03,55,550,220
10568,SH1046,D09,120,8400,2640
10569,SH1046,B04,86,7740,3526
10570,SH1046,D10,113,2825,1243
10571,SH1046,B09,105,1575,420
10572,SH1047,B01,63,2520,945
10573,SH1047,B03,79,790,316
10574,SH1047,D09,92,6440,2024
10575,SH1047,D10,76,1900,836
10576,SH1047,B09,69,1035,276
10577,SH1048,B01,112,4480,1680
10578,SH1048,B03,118,1180,472
10579,SH1048,D09,80,5600,1760
10580,SH1048,B04,80,7200,3280
10581,SH1048,D10,119,2975,1309
10582,SH1048,B09,94,1410,376
10583,SH1049,D02,123,6150,2091
10584,SH1049,D08,55,8800,1650
10585,SH1049,B01,104,4160,1560
10586,SH1049,B03,128,1280,512
10587,SH1049,D09,89,6230,1958
10588,SH1049,B04,82,7380,3362
10589,SH1049,B06,94,2820,1034
10590,SH1049,D10,112,2800,1232
10591,SH1049,B09,52,780,208
10592,SH1050,D08,78,12480,2340
10593,SH1050,S1,87,5655,2610
10594,SH1050,B01,120,4800,1800
10595,SH1050,B03,123,1230,492
10596,SH1050,D09,115,8050,2530
10597,SH1050,B04,69,6210,2829
10598,SH1050,D10,90,2250,990
10599,SH1050,B09,112,1680,448
10600,SH1051,D04,50,5000,2300
10601,SH1051,D06,93,3255,1581
10602,SH1051,S1,90,5850,2700
10603,SH1051,B01,59,2360,885
10604,SH1051,B03,122,1220,488
10605,SH1051,D09,101,7070,2222
10606,SH1051,B09,129,1935,516
10607,SH1052,D08,85,13600,2550
10608,SH1052,S1,76,4940,2280
10609,SH1052,B01,87,3480,1305
10610,SH1052,B03,116,1160,464
10611,SH1052,D09,86,6020,1892
10612,SH1052,B04,68,6120,2788
10613,SH1052,B06,105,3150,1155
10614,SH1052,D10,52,1300,572
10615,SH1052,B09,92,1380,368
10616,SH1053,D04,74,7400,3404
10617,SH1053,D06,72,2520,1224
10618,SH1053,S1,81,5265,2430
10619,SH1053,B01,96,3840,1440
10620,SH1053,B03,84,840,336
10621,SH1053,D09,124,8680,2728
10622,SH1053,B04,122,10980,5002
10623,SH1053,D10,86,2150,946
10624,SH1053,B09,59,885,236
10625,SH1054,D04,121,12100,5566
10626,SH1054,D06,95,3325,1615
10627,SH1054,D08,119,8925,3808
10628,SH1054,B01,103,4120,1545
10629,SH1054,B03,89,890,356
10630,SH1054,D09,119,8330,2618
10631,SH1055,D04,104,10400,4784
10632,SH1055,D06,95,3325,1615
10633,SH1055,D09,85,3400,850
10634,SH1055,S1,125,8125,3750
10635,SH1055,B01,72,2880,1080
10636,SH1055,B03,56,560,224
10637,SH1055,D09,63,4410,1386
10638,SH1056,D04,88,8800,4048
10639,SH1056,D06,89,3115,1513
10640,SH1056,D08,73,11680,2190
10641,SH1056,B01,74,2960,1110
10642,SH1056,B03,117,1170,468
10643,SH1056,D09,123,8610,2706
10644,SH1057,D04,129,12900,5934
10645,SH1057,D06,112,3920,1904
10646,SH1057,D08,107,8025,3424
10647,SH1057,B01,107,4280,1605
10648,SH1057,B03,64,640,256
10649,SH1057,D09,104,7280,2288
10650,SH1058,D04,77,7700,3542
10651,SH1058,D06,53,1855,901
10652,SH1058,D08,68,5100,2176
10653,SH1058,B01,109,4360,1635
10654,SH1058,B03,120,1200,480
10655,SH1058,D09,92,6440,2024
10656,SH1059,D04,82,8200,3772
10657,SH1059,D06,94,3290,1598
10658,SH1059,D08,69,5175,2208
10659,SH1059,B01,107,4280,1605
10660,SH1059,B03,57,570,228
10661,SH1059,D09,109,7630,2398
10662,SH1060,B01,61,2440,915
10663,SH1060,B03,57,570,228
10664,SH1060,D09,111,7770,2442
10665,SH1060,B04,77,6930,3157
10666,SH1060,B05,124,2480,992
10667,SH1060,B06,87,2610,957
10668,SH1060,D10,130,3250,1430
10669,SH1060,B08,120,9600,1800
10670,SH1060,B09,50,750,200
10671,SH1061,D08,58,9280,1740
10672,SH1061,S1,68,4420,2040
10673,SH1061,S2,105,6300,2310
10674,SH1061,B01,65,2600,975
10675,SH1061,B03,100,1000,400
10676,SH1061,D09,111,7770,2442
10677,SH1061,B04,122,10980,5002
10678,SH1061,B09,75,1125,300
10679,SH1062,D04,115,11500,5290
10680,SH1062,D06,111,3885,1887
10681,SH1062,D08,78,5850,2496
10682,SH1062,S1,84,5460,2520
10683,SH1062,S2,53,3180,1166
10684,SH1062,B01,109,4360,1635
10685,SH1062,B03,55,550,220
10686,SH1062,D09,99,6930,2178
10687,SH1062,B04,78,7020,3198
10688,SH1062,B09,115,1725,460
10689,SH1063,D04,115,11500,5290
10690,SH1063,D06,90,3150,1530
10691,SH1063,D08,64,10240,1920
10692,SH1063,S1,89,5785,2670
10693,SH1063,S2,67,4020,1474
10694,SH1063,B01,71,2840,1065
10695,SH1063,B03,96,960,384
10696,SH1063,D09,91,6370,2002
10697,SH1063,B04,105,9450,4305
10698,SH1063,B09,73,1095,292
10699,SH1064,D01,91,5460,1820
10700,SH1064,D02,112,5600,1904
10701,SH1064,D03,69,3450,1380
10702,SH1064,D04,116,11600,5336
10703,SH1064,D06,92,3220,1564
10704,SH1064,D08,64,4800,2048
10705,SH1064,D09,125,5000,1250
10706,SH1064,D08,112,17920,3360
10707,SH1064,S1,117,7605,3510
10708,SH1064,S2,108,6480,2376
10709,SH1064,B01,76,3040,1140
10710,SH1064,B03,75,750,300
10711,SH1064,D09,116,8120,2552
10712,SH1064,B04,123,11070,5043
10713,SH1064,B06,116,3480,1276
10714,SH1064,D10,109,2725,1199
10715,SH1064,B09,72,1080,288
10716,SH1065,D04,73,7300,3358
10717,SH1065,D06,99,3465,1683
10718,SH1065,S1,110,7150,3300
10719,SH1065,S2,114,6840,2508
10720,SH1065,B01,101,4040,1515
10721,SH1065,B03,88,880,352
10722,SH1065,D09,122,8540,2684
10723,SH1065,B04,70,6300,2870
10724,SH1065,B09,59,885,236
10725,SH1066,D04,93,9300,4278
10726,SH1066,D06,109,3815,1853
10727,SH1066,D08,62,9920,1860
10728,SH1066,S1,96,6240,2880
10729,SH1066,S2,116,6960,2552
10730,SH1066,B01,87,3480,1305
10731,SH1066,B03,128,1280,512
10732,SH1066,D09,128,8960,2816
10733,SH1066,B04,84,7560,3444
10734,SH1066,B09,70,1050,280
10735,SH1067,D04,98,9800,4508
10736,SH1067,D06,72,2520,1224
10737,SH1067,S1,50,3250,1500
10738,SH1067,S2,79,4740,1738
10739,SH1067,B01,59,2360,885
10740,SH1067,B03,123,1230,492
10741,SH1067,D09,121,8470,2662
10742,SH1067,B04,128,11520,5248
10743,SH1067,B09,106,1590,424
10744,SH1068,D04,130,13000,5980
10745,SH1068,D06,125,4375,2125
10746,SH1068,S1,114,7410,3420
10747,SH1068,S2,55,3300,1210
10748,SH1068,B01,103,4120,1545
10749,SH1068,B03,98,980,392
10750,SH1068,D09,110,7700,2420
10751,SH1068,B04,119,10710,4879
10752,SH1068,B09,100,1500,400
10753,SH1069,S2,82,4920,1804
10754,SH1069,B01,126,5040,1890
10755,SH1069,B03,79,790,316
10756,SH1069,D09,57,3990,1254
10757,SH1069,B04,62,5580,2542
10758,SH1069,B09,69,1035,276
10759,SH1070,D08,64,10240,1920
10760,SH1070,B01,77,3080,1155
10761,SH1070,B03,61,610,244
10762,SH1070,D09,75,5250,1650
10763,SH1070,B04,130,11700,5330
10764,SH1070,B09,78,1170,312
10765,SH1071,D01,102,6120,2040
10766,SH1071,D02,112,5600,1904
10767,SH1071,D04,104,10400,4784
10768,SH1071,D06,60,2100,1020
10769,SH1071,D08,104,7800,3328
10770,SH1071,D09,62,2480,620
10771,SH1071,D08,94,15040,2820
10772,SH1071,S1,54,3510,1620
10773,SH1071,S2,77,4620,1694
10774,SH1071,B01,104,4160,1560
10775,SH1071,B03,116,1160,464
10776,SH1071,D09,127,8890,2794
10777,SH1071,B04,56,5040,2296
10778,SH1071,B05,94,1880,752
10779,SH1071,B06,64,1920,704
10780,SH1071,D10,89,2225,979
10781,SH1071,B08,80,6400,1200
10782,SH1071,B09,78,1170,312
10783,SH1072,D08,74,11840,2220
10784,SH1072,S2,103,6180,2266
10785,SH1072,B01,100,4000,1500
10786,SH1072,B03,129,1290,516
10787,SH1072,D09,66,4620,1452
10788,SH1072,B04,108,9720,4428
10789,SH1072,B09,72,1080,288
10790,SH1073,D06,115,4025,1955
10791,SH1073,S1,64,4160,1920
10792,SH1073,B01,100,4000,1500
10793,SH1073,B03,98,980,392
10794,SH1073,D09,68,4760,1496
10795,SH1073,B04,85,7650,3485
10796,SH1073,B09,129,1935,516
10797,SH1074,D04,60,6000,2760
10798,SH1074,D06,87,3045,1479
10799,SH1074,D08,65,10400,1950
10800,SH1074,S1,73,4745,2190
10801,SH1074,S2,104,6240,2288
10802,SH1074,B01,74,2960,1110
10803,SH1074,B03,64,640,256
10804,SH1074,D09,57,3990,1254
10805,SH1074,B04,55,4950,2255
10806,SH1074,B09,89,1335,356
10807,SH1075,D04,95,9500,4370
10808,SH1075,D06,87,3045,1479
10809,SH1075,D08,65,10400,1950
10810,SH1075,S1,91,5915,2730
10811,SH1075,S2,56,3360,1232
10812,SH1075,B01,90,3600,1350
10813,SH1075,B03,128,1280,512
10814,SH1075,D09,90,6300,1980
10815,SH1075,B04,51,4590,2091
10816,SH1075,B09,113,1695,452
10817,SH1076,D04,79,7900,3634
10818,SH1076,D06,108,3780,1836
10819,SH1076,S1,107,6955,3210
10820,SH1076,S2,83,4980,1826
10821,SH1076,B01,58,2320,870
10822,SH1076,B03,123,1230,492
10823,SH1076,D09,112,7840,2464
10824,SH1076,B04,61,5490,2501
10825,SH1076,B09,65,975,260
10826,SH1077,D04,54,5400,2484
10827,SH1077,D06,120,4200,2040
10828,SH1077,S1,109,7085,3270
10829,SH1077,S2,118,7080,2596
10830,SH1077,B01,106,4240,1590
10831,SH1077,B03,100,1000,400
10832,SH1077,D09,101,7070,2222
10833,SH1077,B04,77,6930,3157
10834,SH1077,B09,90,1350,360
10835,SH1078,D04,99,9900,4554
10836,SH1078,D06,106,3710,1802
10837,SH1078,S1,77,5005,2310
10838,SH1078,S2,89,5340,1958
10839,SH1078,B01,100,4000,1500
10840,SH1078,B03,51,510,204
10841,SH1078,D09,106,7420,2332
10842,SH1078,B04,93,8370,3813
10843,SH1078,B09,61,915,244
10844,SH1079,D04,79,7900,3634
10845,SH1079,D06,69,2415,1173
10846,SH1079,S1,88,5720,2640
10847,SH1079,S2,57,3420,1254
10848,SH1079,B01,124,4960,1860
10849,SH1079,B03,75,750,300
10850,SH1079,D09,100,7000,2200
10851,SH1079,B04,77,6930,3157
10852,SH1079,B09,110,1650,440
10853,SH1080,D01,128,7680,2560
10854,SH1080,D04,73,7300,3358
10855,SH1080,D06,104,3640,1768
10856,SH1080,D08,51,3825,1632
10857,SH1080,D09,62,2480,620
10858,SH1080,D08,93,14880,2790
10859,SH1080,S1,74,4810,2220
10860,SH1080,S2,79,4740,1738
10861,SH1080,B01,105,4200,1575
10862,SH1080,B03,52,520,208
10863,SH1080,D09,63,4410,1386
10864,SH1080,B04,71,6390,2911
10865,SH1080,D10,62,1550,682
10866,SH1080,B09,116,1740,464
10867,SH1081,S1,60,3900,1800
10868,SH1081,B01,53,2120,795
10869,SH1081,B03,67,670,268
10870,SH1081,D09,53,3710,1166
10871,SH1081,B04,63,5670,2583
10872,SH1081,B09,52,780,208
10873,SH1082,D01,69,4140,1380
10874,SH1082,D04,66,6600,3036
10875,SH1082,D06,95,3325,1615
10876,SH1082,D08,68,5100,2176
10877,SH1082,D09,59,2360,590
10878,SH1082,D08,116,18560,3480
10879,SH1082,S1,84,5460,2520
10880,SH1082,S2,53,3180,1166
10881,SH1082,B01,71,2840,1065
10882,SH1082,B03,56,560,224
10883,SH1082,D09,101,7070,2222
10884,SH1082,B04,79,7110,3239
10885,SH1082,B06,104,3120,1144
10886,SH1082,B09,67,1005,268
10887,SH1083,D04,125,12500,5750
10888,SH1083,D06,102,3570,1734
10889,SH1083,D08,130,20800,3900
10890,SH1083,S1,96,6240,2880
10891,SH1083,S2,81,4860,1782
10892,SH1083,B01,58,2320,870
10893,SH1083,B03,127,1270,508
10894,SH1083,D09,57,3990,1254
10895,SH1083,B04,125,11250,5125
10896,SH1083,B09,106,1590,424
10897,SH1084,D04,128,12800,5888
10898,SH1084,D06,69,2415,1173
10899,SH1084,S1,73,4745,2190
10900,SH1084,S2,92,5520,2024
10901,SH1084,B01,69,2760,1035
10902,SH1084,B03,66,660,264
10903,SH1084,D09,110,7700,2420
10904,SH1084,B04,116,10440,4756
10905,SH1084,B09,129,1935,516
10906,SH1085,B01,54,2160,810
10907,SH1085,B03,71,710,284
10908,SH1085,D09,78,5460,1716
10909,SH1085,B04,89,8010,3649
10910,SH1085,B09,115,1725,460
10911,SH1086,D06,128,4480,2176
10912,SH1086,S1,56,3640,1680
10913,SH1086,S2,84,5040,1848
10914,SH1086,B01,75,3000,1125
10915,SH1086,B03,115,1150,460
10916,SH1086,D09,60,4200,1320
10917,SH1086,B04,52,4680,2132
10918,SH1086,B09,85,1275,340
10919,SH1087,D04,113,11300,5198
10920,SH1087,D06,98,3430,1666
10921,SH1087,S1,53,3445,1590
10922,SH1087,S2,101,6060,2222
10923,SH1087,B01,105,4200,1575
10924,SH1087,B03,90,900,360
10925,SH1087,D09,84,5880,1848
10926,SH1087,B04,63,5670,2583
10927,SH1087,B09,64,960,256
10928,SH1088,D04,71,7100,3266
10929,SH1088,D06,109,3815,1853
10930,SH1088,S1,106,6890,3180
10931,SH1088,B01,111,4440,1665
10932,SH1088,B03,66,660,264
10933,SH1088,D09,51,3570,1122
10934,SH1088,B04,119,10710,4879
10935,SH1088,B09,123,1845,492
10936,SH1089,D04,123,12300,5658
10937,SH1089,D06,83,2905,1411
10938,SH1089,S1,80,5200,2400
10939,SH1089,S2,82,4920,1804
10940,SH1089,B01,51,2040,765
10941,SH1089,B03,110,1100,440
10942,SH1089,D09,110,7700,2420
10943,SH1089,B04,68,6120,2788
10944,SH1089,B09,115,1725,460
10945,SH1090,D04,109,10900,5014
10946,SH1090,D06,118,4130,2006
10947,SH1090,S1,100,6500,3000
10948,SH1090,S2,71,4260,1562
10949,SH1090,B01,116,4640,1740
10950,SH1090,B03,66,660,264
10951,SH1090,D09,81,5670,1782
10952,SH1090,B04,86,7740,3526
10953,SH1090,B09,79,1185,316
10954,SH1091,S1,81,5265,2430
10955,SH1091,S2,61,3660,1342
10956,SH1091,B01,52,2080,780
10957,SH1091,B03,126,1260,504
10958,SH1091,D09,81,5670,1782
10959,SH1091,B04,51,4590,2091
10960,SH1091,B09,68,1020,272
10961,SH1092,D04,78,7800,3588
10962,SH1092,D06,69,2415,1173
10963,SH1092,S1,96,6240,2880
10964,SH1092,B01,111,4440,1665
10965,SH1092,B03,72,720,288
10966,SH1092,D09,85,5950,1870
10967,SH1092,B04,88,7920,3608
10968,SH1092,B09,52,780,208
10969,SH1093,D04,80,8000,3680
10970,SH1093,D06,50,1750,850
10971,SH1093,D08,65,10400,1950
10972,SH1093,S1,113,7345,3390
10973,SH1093,B01,62,2480,930
10974,SH1093,B03,93,930,372
10975,SH1093,D09,51,3570,1122
10976,SH1093,B04,84,7560,3444
10977,SH1093,B09,82,1230,328
10978,SH1094,D04,89,8900,4094
10979,SH1094,D06,74,2590,1258
10980,SH1094,D08,109,17440,3270
10981,SH1094,S1,84,5460,2520
10982,SH1094,B01,53,2120,795
10983,SH1094,B03,60,600,240
10984,SH1094,D09,128,8960,2816
10985,SH1094,B04,60,5400,2460
10986,SH1094,B09,116,1740,464
10987,SH1095,D04,65,6500,2990
10988,SH1095,D06,72,2520,1224
10989,SH1095,S1,59,3835,1770
10990,SH1095,S2,126,7560,2772
10991,SH1095,B01,97,3880,1455
10992,SH1095,B03,106,1060,424
10993,SH1095,D09,70,4900,1540
10994,SH1095,B04,121,10890,4961
10995,SH1095,B09,114,1710,456
10996,SH1096,B01,119,4760,1785
10997,SH1096,B03,129,1290,516
10998,SH1096,D09,121,8470,2662
10999,SH1096,B04,79,7110,3239
11000,SH1096,B09,85,1275,340
11001,SH1097,D04,90,9000,4140
11002,SH1097,D06,65,2275,1105
11003,SH1097,D08,130,20800,3900
11004,SH1097,S1,50,3250,1500
11005,SH1097,S2,79,4740,1738
11006,SH1097,B01,76,3040,1140
11007,SH1097,B03,92,920,368
11008,SH1097,D09,77,5390,1694
11009,SH1097,B04,117,10530,4797
11010,SH1097,B08,97,7760,1455
11011,SH1098,D04,81,8100,3726
11012,SH1098,D06,63,2205,1071
11013,SH1098,D08,118,18880,3540
11014,SH1098,S1,52,3380,1560
11015,SH1098,B01,75,3000,1125
11016,SH1098,B03,63,630,252
11017,SH1098,D09,98,6860,2156
11018,SH1098,B04,98,8820,4018
11019,SH1098,B09,112,1680,448
11020,SH1099,D04,85,8500,3910
11021,SH1099,D06,94,3290,1598
11022,SH1099,D08,107,17120,3210
11023,SH1099,S1,99,6435,2970
11024,SH1099,S2,69,4140,1518
11025,SH1099,B01,71,2840,1065
11026,SH1099,B03,72,720,288
11027,SH1099,D09,69,4830,1518
11028,SH1099,B04,74,6660,3034
11029,SH1099,B09,111,1665,444
11030,SH1100,D04,109,10900,5014
11031,SH1100,D06,86,3010,1462
11032,SH1100,D08,119,8925,3808
11033,SH1100,B01,59,2360,885
11034,SH1100,B03,90,900,360
11035,SH1100,D09,71,4970,1562
11036,SH1101,D04,111,11100,5106
11037,SH1101,D06,69,2415,1173
11038,SH1101,S1,105,6825,3150
11039,SH1101,S2,127,7620,2794
11040,SH1101,B01,75,3000,1125
11041,SH1101,B03,69,690,276
11042,SH1101,D09,66,4620,1452
11043,SH1101,B04,130,11700,5330
11044,SH1101,B09,59,885,236
11045,SH1102,D06,57,1995,969
11046,SH1102,S1,58,3770,1740
11047,SH1102,B01,118,4720,1770
11048,SH1102,B03,108,1080,432
11049,SH1102,D09,117,8190,2574
11050,SH1102,B04,87,7830,3567
11051,SH1102,B09,55,825,220
11052,SH1103,D04,116,11600,5336
11053,SH1103,D06,112,3920,1904
11054,SH1103,D08,106,16960,3180
11055,SH1103,S1,120,7800,3600
11056,SH1103,B01,55,2200,825
11057,SH1103,B03,82,820,328
11058,SH1103,D09,64,4480,1408
11059,SH1103,B04,87,7830,3567
11060,SH1103,B09,126,1890,504
11061,SH1104,D04,113,11300,5198
11062,SH1104,D06,50,1750,850
11063,SH1104,D08,71,11360,2130
11064,SH1104,S1,78,5070,2340
11065,SH1104,S2,71,4260,1562
11066,SH1104,B01,87,3480,1305
11067,SH1104,B03,65,650,260
11068,SH1104,D09,97,6790,2134
11069,SH1104,B04,109,9810,4469
11070,SH1104,B09,113,1695,452
11071,SH1105,D04,99,9900,4554
11072,SH1105,D06,127,4445,2159
11073,SH1105,D08,106,16960,3180
11074,SH1105,S1,65,4225,1950
11075,SH1105,S2,86,5160,1892
11076,SH1105,B01,56,2240,840
11077,SH1105,B03,108,1080,432
11078,SH1105,D09,51,3570,1122
11079,SH1105,B04,120,10800,4920
11080,SH1105,B09,83,1245,332
11081,SH1106,D08,100,16000,3000
11082,SH1106,S1,96,6240,2880
11083,SH1106,B01,88,3520,1320
11084,SH1106,B03,130,1300,520
11085,SH1106,D09,63,4410,1386
11086,SH1106,B04,83,7470,3403
11087,SH1106,B09,86,1290,344
11088,SH1107,D08,97,15520,2910
11089,SH1107,S1,109,7085,3270
11090,SH1107,B01,84,3360,1260
11091,SH1107,B03,82,820,328
11092,SH1107,D09,84,5880,1848
11093,SH1107,B04,60,5400,2460
11094,SH1107,B09,63,945,252
11095,SH1108,D04,54,5400,2484
11096,SH1108,D06,85,2975,1445
11097,SH1108,D08,60,9600,1800
11098,SH1108,B01,97,3880,1455
11099,SH1108,B03,115,1150,460
11100,SH1108,D09,59,4130,1298
11101,SH1108,B04,54,4860,2214
11102,SH1108,B09,74,1110,296
11103,SH1108,D01,51,3060,1020
11104,SH1108,D02,105,5250,1785
11105,SH1108,D04,88,8800,4048
11106,SH1108,D06,93,3255,1581
11107,SH1108,D08,81,6075,2592
11108,SH1108,D09,115,4600,1150
11109,SH1108,S1,119,7735,3570
11110,SH1108,S2,107,6420,2354
11111,SH1108,B01,120,4800,1800
11112,SH1108,B03,78,780,312
11113,SH1108,D09,97,6790,2134
11114,SH1108,B04,105,9450,4305
11115,SH1108,D10,90,2250,990
11116,SH1108,B09,68,1020,272
11117,SH1109,D04,60,6000,2760
11118,SH1109,D06,100,3500,1700
11119,SH1109,D08,61,4575,1952
11120,SH1109,D08,64,10240,1920
11121,SH1109,S1,79,5135,2370
11122,SH1109,S2,130,7800,2860
11123,SH1109,B01,75,3000,1125
11124,SH1109,B03,63,630,252
11125,SH1109,D09,86,6020,1892
11126,SH1109,B04,116,10440,4756
11127,SH1109,B09,80,1200,320
11128,SH1110,D08,124,19840,3720
11129,SH1110,B01,86,3440,1290
11130,SH1110,B03,91,910,364
11131,SH1110,D09,99,6930,2178
11132,SH1110,B04,63,5670,2583
11133,SH1110,B09,111,1665,444
11134,SH1111,D04,111,11100,5106
11135,SH1111,D06,85,2975,1445
11136,SH1111,D08,76,12160,2280
11137,SH1111,S1,70,4550,2100
11138,SH1111,S2,64,3840,1408
11139,SH1111,B01,70,2800,1050
11140,SH1111,B03,112,1120,448
11141,SH1111,D09,57,3990,1254
11142,SH1111,B04,63,5670,2583
11143,SH1111,B09,51,765,204
11144,SH1112,D01,98,5880,1960
11145,SH1112,D02,99,4950,1683
11146,SH1112,D03,80,4000,1600
11147,SH1112,D04,58,5800,2668
11148,SH1112,D06,68,2380,1156
11149,SH1112,D08,96,7200,3072
11150,SH1112,D09,63,2520,630
11151,SH1112,D08,96,15360,2880
11152,SH1112,S1,92,5980,2760
11153,SH1112,S2,51,3060,1122
11154,SH1112,B01,126,5040,1890
11155,SH1112,B03,79,790,316
11156,SH1112,D09,91,6370,2002
11157,SH1112,B04,64,5760,2624
11158,SH1112,B05,96,1920,768
11159,SH1112,B06,56,1680,616
11160,SH1112,D10,130,3250,1430
11161,SH1112,B08,94,7520,1410
11162,SH1112,B09,80,1200,320
11163,SH1113,D04,118,11800,5428
11164,SH1113,D06,108,3780,1836
11165,SH1113,D08,77,12320,2310
11166,SH1113,S1,121,7865,3630
11167,SH1113,S2,71,4260,1562
11168,SH1113,B01,130,5200,1950
11169,SH1113,B03,117,1170,468
11170,SH1113,D09,94,6580,2068
11171,SH1113,B04,113,10170,4633
11172,SH1113,B09,115,1725,460
11173,SH735,D08,58,9280,1740
11174,SH735,B01,104,4160,1560
11175,SH735,B03,102,1020,408
11176,SH735,D09,65,4550,1430
11177,SH735,B04,108,9720,4428
11178,SH735,B09,119,1785,476
11179,SH1114,D04,122,12200,5612
11180,SH1114,D06,61,2135,1037
11181,SH1114,S1,60,3900,1800
