Store_Id,Store_Name,SE_ID,Building_ID,BT_ID,Outlet_ID
SH877,Moulana Bakery,SE05,B466,B001,OTL02
SH878,Abhijeeth Super Market,SE08,B468,B007,OTL18
SH879,Hamza Ice Cream,SE08,B469,B004,OTL22
SH880,Ramchander Kirana General Store,SE08,B468,B002,OTL13
SH881,New Sofine Kirana General Store,SE08,B470,B002,OTL02
SH882,Al Karim Medical General Store,SE08,B468,B003,OTL13
SH883,Nitya Dairy Parlour,SE08,B471,B006,OTL22
SH884,Medineed Medical Hall,SE08,B470,B003,OTL09
SH885,Zeds Bakery ,SE08,B472,B001,OTL18
SH886,Bluemoon Sweets Bakers,SE08,B473,B001,OTL18
SH887,Muralidhar Kirana General Store,SE08,B474,B002,OTL02
SH888,Naresh Kiranam General Store,SE08,B475,B002,OTL02
SH889,S K Medical Hall General Store,SE08,B476,B003,OTL18
SH890,Mahadev Kirana,SE08,B477,B002,OTL02
SH891,Mathaji Kirana,SE08,B478,B002,OTL02
SH892,Bismillah Bakery,SE08,B475,B001,OTL22
SH893,Sree Venkateshwara Kgs,SE08,B475,B002,OTL22
SH894,Sai Veerabhadra Kirana General Store,SE08,B475,B002,OTL22
SH895,Just Bake,SE08,B480,B001,OTL01
SH896,Varalaxmi Kirana,SE08,B477,B002,OTL02
SH897,Sri Sai Balram Kirana,SE08,B478,B002,OTL01
SH898,City Care Medical General Store,SE08,B481,B003,OTL22
SH899,Roshan Kirana General Store,SE08,B475,B002,OTL22
SH900,Dhenu Kirana,SE08,B482,B002,OTL10
SH901,Sana Ice Cream And Cool Drinks,SE08,B483,B006,OTL01
SH902,New Jai Bhavani Sweet House,SE08,B484,B008,OTL07
SH903,Sri Mahalaxmi Kiran General Store,SE08,B485,B002,OTL01
SH904,Jai Ho Cool Drinks,SE08,B484,B006,OTL01
SH905,N S Cool Drinks,SE08,B475,B001,OTL01
SH906,Veeranna Kirana General Store,SE08,B475,B002,OTL02
SH907,Hyderaguda Sweets Juice Chat Bakery,SE08,B481,B001,OTL18
SH908,Suvidha Store,SE08,B486,B010,OTL10
SH909,Astoria Resturent,SE08,B487,B001,OTL01
SH910,New Bharath Stores,SE08,B488,B002,OTL01
SH911,Meenakshi Mini Mart ,SE08,B489,B002,OTL01
SH912,Daily Needs General Store,SE08,B490,B002,OTL01
SH913,Lavanya Medical And General Store,SE08,B491,B003,OTL01
SH914,Vakils Pharmacy,SE08,B492,B003,OTL01
SH915,Sadguru Kiranam And General Store,SE08,B493,B002,OTL02
SH916,Well Street Shopping Basket,SE08,B494,B002,OTL02
SH917,Om Sairam Kiranam And General Store,SE08,B495,B002,OTL02
SH918,Delhi Mithai Wala And Bakery,SE08,B491,B001,OTL01
SH919,Paradise Take Way Bakery,SE08,B496,B001,OTL01
SH920,Al Kareem Ice Cream Parlour,SE08,B491,B004,OTL01
SH921,Mittal Kiranam And General Store,SE08,B491,B009,OTL01
SH922,Sri Balji Mithai Bandar,SE08,B490,B008,OTL01
SH923,Sri Sai Krishna Supermarket,SE08,B497,B002,OTL01
SH924,Asra Kiranam And General Store,SE08,B491,B002,OTL02
SH925,U R Bakers ,SE08,B491,B001,OTL01
SH926,Buiaaqi Kashmiri Bakers,SE08,B498,B001,OTL01
SH927,Pavan Stores,SE08,B499,B009,OTL02
SH928,Shreshta Mart,SE08,B500,B002,OTL01
SH929,Golden Kiranam And General Store,SE08,B493,B002,OTL01
SH930,Datta Sai Kiranam And General Store,SE08,B491,B002,OTL01
SH931,H K Enterprises,SE08,B491,B002,OTL02
SH932,Sri Manohar Provisions Store,SE08,B491,B002,OTL01
SH933,S R Enterprises Dairy And Icecreams,SE08,B495,B006,OTL02
SH934,M Narsimha Reddy Kiranam And General Store,SE08,B491,B002,OTL01
SH935,Naveen Provisions Store,SE08,B501,B002,OTL02
SH936,Manikprbhu Kiranam And General Store,SE08,B497,B002,OTL01
SH937,Sri Datta Sai Kiranam And General Store,SE08,B491,B002,OTL01
SH938,Karachi Supermarket ,SE08,B492,B002,OTL01
SH939,Phani Icecream Parlour,SE08,B499,B004,OTL02
SH940,M F Bakers And More,SE08,B502,B001,OTL01
SH941,M V Agro Products Milk Nd Icecreams,SE08,B497,B004,OTL02
SH942,New Kubera Kirana And General,SE06,B503,B002,OTL02
SH943,O S Super Market,SE06,B504,B007,OTL02
SH944,Farhan Kirana And General,SE06,B503,B002,OTL02
SH945,Huda General Store,SE06,B505,B009,OTL02
SH946,Syed Siraj Kirana Store,SE06,B393,B002,OTL02
SH947,Heritage Parlour,SE05,B506,B009,OTL10
SH948,Sri Vakratunda Tea Coffe Snacks,SE05,B174,B009,OTL10
SH949,Famous Cool Point,SE05,B507,B006,OTL12
SH950,Juloori Traders,SE05,B508,B002,OTL02
SH951,Sri Mallikarjuna Bakery,SE05,B174,B009,OTL10
SH952,P Buchaiah And Sons General Stores,SE05,B509,B009,OTL01
SH953,Shambhulal And Co Super Stores Kirana Toys Gifts Crockery Stell,SE05,B510,B002,OTL01
SH954,Raj Sree Dry Fruits,SE05,B509,B007,OTL01
SH955,Kishore General Stores,SE05,B511,B009,OTL02
SH956,Jai Bhagya Sri Kirana General Stores,SE05,B510,B002,OTL02
SH957,Manisha Dry Fruits,SE05,B510,B013,OTL05
SH958,J K Kites General Stores,SE05,B512,B009,OTL02
SH959,Masqati Icecreams,SE05,B513,B004,OTL18
SH960,Right Choice Grand Bazar,SE05,B514,B009,OTL18
SH961,Madina Snacks And Cooldrinks,SE05,B515,B009,OTL18
SH962,Jameel Communications,SE05,B516,B009,OTL22
SH963,King Koti General Store,SE05,B516,B009,OTL22
SH964,Masqati Ice Cream Parlour,SE05,B515,B004,OTL18
SH965,Star Bakery And General Store,SE05,B515,B001,OTL18
SH966,Ajs Mini Mart,SE05,B515,B007,OTL18
SH967,Hussains Kirana General Store,SE05,B517,B002,OTL18
SH968,Khurram Kirana General Store,SE05,B516,B002,OTL22
SH969,Hy Line Bakery,SE05,B515,B001,OTL22
SH970,Zeenath Medical Hall,SE05,B513,B003,OTL18
SH971,Khaleel Kirana General Store,SE05,B516,B002,OTL22
SH972,Bafanna Kirana General Store,SE05,B518,B002,OTL06
SH973,M S Superior And Enterprise Bakery,SE05,B519,B001,OTL01
SH974,Kakathiya Kirana General Store,SE05,B314,B002,OTL02
SH975,Balaji Vishnu Sweet Home,SE05,B314,B008,OTL01
SH976,Bhavani General Store,SE05,B520,B009,OTL10
SH977,Umakanth Kirana General Store,SE05,B314,B002,OTL02
SH978,Sri Stores General Marchant,SE05,B519,B009,OTL01
SH979,Khalsa Kirana General Store,SE07,B521,B002,OTL22
SH980,New Life Medical ,SE07,B125,B003,OTL22
SH981,Pharma Need Pharmacy ,SE07,B521,B003,OTL22
SH982,Kgs Kirana General Store,SE07,B522,B002,OTL22
SH983,K P Bakers,SE07,B125,B001,OTL22
SH984,Sattar Kirana General Store,SE07,B523,B002,OTL22
SH985,Areef Medical Hall,SE07,B126,B003,OTL22
SH986,Sri Raghavendra Bangalore Iyengar Bakery,SE03,B524,B001,OTL18
SH987,Swathi Kirana General Store,SE03,B524,B002,OTL10
SH988,Manish Kirana General Store,SE03,B524,B002,OTL10
SH989,Sri Ganesh Mithai Bandar,SE03,B524,B008,OTL10
SH990,Sri Krishna Mithai Bandar,SE03,B524,B008,OTL18
SH991,Huffs N Puffs Bakery And Fast Food,SE03,B526,B001,OTL18
SH992,Kavitha Kirana General Store,SE03,B524,B002,OTL07
SH993,Sri Krishna Namkeen Sweets,SE03,B524,B008,OTL02
SH994,Sri Salasar Kirana General Store,SE03,B524,B002,OTL10
SH995,Tulip Bakery,SE03,B527,B001,OTL10
SH996,Aishwarya Kirana General Store,SE03,B525,B002,OTL22
SH997,Ganga Kirana General Store,SE03,B524,B002,OTL10
SH998,Om Sai Sarza Shop,SE03,B528,B006,OTL05
SH999,Meena Kirana General Store,SE03,B529,B002,OTL05
SH1000,Likith Bangalore Iyengar Bakery,SE03,B530,B001,OTL02
SH1001,Vijaya Sai Mini Super Market,SE03,B446,B002,OTL02
SH1002,Sri Sai Vingeshwara Kirana General Store,SE04,B531,B002,OTL02
SH1003,Sri Venkateswara Kirana Genral,SE04,B532,B002,OTL02
SH1004,Sri Laxmi Kiranam,SE04,B533,B002,OTL02
SH1005,Sri Rama Sweets,SE04,B534,B001,OTL01
SH1006,Esha Reddy Kiran And Genral ,SE04,B535,B002,OTL02
SH1007,Krish Sweets Bakary,SE04,B536,B001,OTL13
SH1008,Jai Bavani Sri Kataki Bangalore Bakary,SE04,B537,B001,OTL02
SH1009,Sri Sai Santhosh Kiranam,SE04,B538,B002,OTL02
SH1010,Swathi Kiranageneral,SE04,B539,B002,OTL02
SH1011,Balaji Ram Niranjan Kirana General Store,SE04,B540,B002,OTL02
SH1012,4 Step In,SE04,B535,B001,OTL02
SH1013,Kisan Fresh World,SE04,B541,B005,OTL18
SH1014,Omkar Supermarket,SE03,B542,B007,OTL02
SH1015,Sree Devatha Mini Market,SE03,B543,B009,OTL12
SH1016,Bhuvaneswari Communications General Store ,SE09,B544,B009,OTL03
SH1017,S K Provision Store ,SE09,B546,B002,OTL02
SH1018,Sushma Icecream Parlor,SE09,B257,B004,OTL05
SH1019,Sai Laxmi Kiranam,SE09,B547,B002,OTL02
SH1020,Master Bakary,SE09,B547,B001,OTL02
SH1021,Family Basket,SE09,B548,B009,OTL05
SH1022,Lakshmi Ganapathi Kiranam Genarls,SE09,B549,B002,OTL02
SH1023,Tirupathi Kirana And General Store,SE09,B550,B002,OTL05
SH1024,Srs Bangloor Iyengar Bakery,SE09,B546,B001,OTL20
SH1025,Sai Krishna Kiranam,SE09,B551,B002,OTL02
SH1026,Laxmi Venkateshwara Stationary ,SE09,B225,B009,OTL02
SH1027,Kwakity Bakary,SE09,B552,B001,OTL07
SH1028,Star Bakary,SE09,B553,B001,OTL07
SH1029,Mahalaxmi Mini Market,SE09,B555,B002,OTL02
SH1030,Apc Medical And General Store,SE09,B225,B003,OTL19
SH1031,Balaji Mahavir Mithai Bandar,SE03,B556,B001,OTL01
SH1032,Sri Laxmi Narshimha Swamy Kirana,SE09,B557,B002,OTL01
SH1033,Vishal Super Mart,SE09,B558,B007,OTL02
SH1034,Sudhakar Bakery,SE09,B559,B001,OTL18
SH1035,Al Saba Bakery,SE09,B74,B001,OTL22
SH1036,Neeta Foods And Bakery,SE09,B560,B001,OTL02
SH1037,Busra Kirana,SE09,B561,B002,OTL02
SH1038,Sri Balaji Medical,SE09,B73,B003,OTL02
SH1039,Imran Kirana,SE09,B561,B002,OTL02
SH1040,Mehfil Bakery,SE09,B73,B001,OTL18
SH1041,Sri Kanipaka Vinayaka Kirana,SE09,B561,B002,OTL02
SH1042,Radha Kirana Store,SE09,B562,B002,OTL02
SH1043,Md Khaja Kirana,SE09,B561,B002,OTL02
SH1044,Sri Gajanand Kirana,SE09,B557,B002,OTL02
SH1045,Sai Bhavani Kirana,SE09,B563,B002,OTL02
SH1046,New Sta Oven Bakery,SE09,B564,B001,OTL18
SH1047,Anjaiah Generals,SE09,B565,B009,OTL18
SH1048,Manikanta Bakery,SE09,B566,B001,OTL02
SH1049,Indian Bakery,SE09,B73,B001,OTL16
SH1050,Karthik Bakery,SE09,B73,B001,OTL18
SH1051,Moin General,SE09,B567,B002,OTL02
SH1052,Backeen Fresh Bakery,SE09,B73,B001,OTL01
SH1053,Kubaji Kirana,SE09,B563,B002,OTL02
SH1054,Jai Santhosh Matha Stationary Kiranam,SE09,B569,B002,OTL09
SH1055,Sai Sri Kiranam Genarls,SE09,B570,B002,OTL02
SH1056,We Care Enterprise,SE09,B570,B009,OTL02
SH1057,Rajalaxmi Kiranam Genarls Store,SE09,B571,B002,OTL04
SH1058,Suvidan Kiranam Genarls,SE09,B570,B002,OTL02
SH1059,Radakrishna Genarls Store,SE09,B572,B002,OTL12
SH1060,The Chocolate House,SE09,B573,B007,OTL12
SH1061,Kings Bakery,SE09,B574,B001,OTL06
SH1062,Krishna Stores,SE09,B575,B002,OTL09
SH1063,Akshaya Kirana General Store,SE09,B576,B002,OTL02
SH1064,Ice And Spice,SE09,B577,B004,OTL06
SH1065,Rehman Kirana General Store,SE09,B574,B002,OTL18
SH1066,Manohari Enterprises,SE09,B576,B002,OTL12
SH1067,Sree Laxmi Padmavathi Kirana General Store,SE09,B576,B002,OTL18
SH1068,Sai Tirumala Provision Store,SE09,B576,B002,OTL01
SH1069,Jk Kirana General Store,SE09,B574,B009,OTL22
SH1070,Shams Cool Drink And Ice Cream Parlour,SE09,B578,B004,OTL01
SH1071,Ap Auto Service,SE06,B579,B014,OTL19
SH1072,Hungers Hub,SE09,B581,B001,OTL18
SH1073,Al Salwa Medical General Store,SE09,B577,B003,OTL22
SH1074,Sheker Milk Point,SE09,B583,B009,OTL22
SH1075,Khaleel Enterprises,SE09,B340,B002,OTL22
SH1076,Santhoshi Kirana General Store,SE09,B576,B002,OTL18
SH1077,Abdul Khader Kirana General Store,SE09,B584,B002,OTL22
SH1078,Shahab Kirana General Store,SE09,B326,B002,OTL22
SH1079,Allam Kirana General Store,SE09,B322,B002,OTL22
SH1080,Ajwa Ice Cream Parlour,SE09,B585,B004,OTL22
SH1081,M S Medical General Store,SE09,B586,B003,OTL02
SH1082,A1 Grocery Store,SE09,B587,B002,OTL22
SH1083,Rk Kirana General Store,SE09,B582,B002,OTL22
SH1084,Srinivasa And Co Kirana General Store,SE09,B576,B002,OTL09
SH1085,Tajs Asian Bakers,SE09,B588,B001,OTL20
SH1086,Oriebt Medical General Store,SE09,B588,B003,OTL20
SH1087,J B Milk Point,SE09,B586,B009,OTL09
SH1088,A R Kirana General Store,SE09,B577,B002,OTL09
SH1089,Easy Net,SE09,B574,B009,OTL22
SH1090,Royal Kirana General Store,SE09,B574,B002,OTL22
SH1091,Balaji Medical Hall,SE09,B589,B003,OTL18
SH1092,Aum Sai Ram Kirana General Store,SE09,B576,B002,OTL12
SH1093,Sai Kirana General Store,SE09,B576,B002,OTL02
SH1094,S A Traders,SE09,B591,B002,OTL22
SH1095,S K Gafoor And Brothers Kirana General Store,SE09,B593,B002,OTL22
SH1096,Ak Grocery,SE09,B574,B009,OTL02
SH1097,Khan Brothers Kirana General Store,SE09,B594,B002,OTL22
SH1098,Ayan Stores,SE09,B595,B002,OTL22
SH1099,Sree Krishna Super Mart,SE09,B576,B009,OTL02
SH1100,99 Kiranam Genarls Store,SE09,B570,B002,OTL02
SH1101,Sri Veerabadra Kirana General Store,SE09,B596,B002,OTL12
SH1102,Sri Sai Raghavendra Kirana General Store,SE09,B597,B002,OTL02
SH1103,Walls Mart,SE09,B322,B007,OTL18
SH1104,Samad Kirana General Store,SE09,B576,B002,OTL02
SH1105,Metro General Store,SE09,B574,B009,OTL09
SH1106,Al Firdous Medical General Store,SE09,B593,B003,OTL05
SH1107,Ahmads Medical General Store,SE09,B577,B003,OTL06
SH1108,Zakir Kirana General Store,SE09,B598,B002,OTL22
SH1109,H B Kirana General Store,SE09,B577,B002,OTL09
SH1110,Masqati Chat,SE09,B599,B004,OTL19
SH1111,Tahoor Home Needs,SE09,B600,B002,OTL19
SH1112,Masqati Super Market,SE06,B599,B007,OTL09
SH1113,Yakub Kirana General Store,SE09,B601,B002,OTL22
SH1114,New Omer Kirana General Store,SE09,B584,B002,OTL22
SH1115,Narasimha Kirana General Store,SE09,B576,B002,OTL12
SH1116,Bakers K And Sweet House,SE09,B583,B001,OTL02
SH1117,Quality Mart,SE06,B602,B007,OTL22
SH1118,Vaishnavi Kirana General Store,SE09,B603,B009,OTL22
SH1119,Siddiq Communication,SE09,B604,B011,OTL02
SH1120,Choice Corner,SE09,B605,B002,OTL18
SH1121,Durga Pathanjali Store,SE09,B576,B002,OTL04
SH1122,Super Drugs,SE09,B606,B003,OTL02
SH1123,Al Barkah Ice Cream Dairy Parlour,SE06,B607,B004,OTL22
SH1124,Top Ice Cream Parlour,SE09,B574,B004,OTL02
SH1125,Zuber Kirana General Store,SE09,B608,B002,OTL22
SH1126,Naba Oce Creams And Snacks,SE09,B609,B001,OTL19
SH1127,Sri Ramalingeshwara Kirana General Store,SE09,B598,B002,OTL15
SH1128,Krishnaiah Kirana General Store,SE09,B610,B002,OTL22
SH1129,Classic,SE09,B573,B004,OTL20
SH1130,Sayyar Kirana Genera Store,SE09,B598,B002,OTL22
SH1131,A K Daily Needs,SE09,B605,B007,OTL18
SH1132,Needs Ice Cream Parlour,SE09,B612,B004,OTL19
SH1133,Tasty Treat ,SE09,B578,B004,OTL05
SH1134,Shifa Medical And General Store,SE09,B593,B003,OTL22
SH1135,New Toffeq Kirana General Store,SE09,B613,B002,OTL22
SH1136,M G Pharma Planet,SE09,B577,B003,OTL22
SH1137,The Peoples Mart,SE09,B614,B007,OTL19
SH1138,Jm Pharmacy,SE09,B615,B003,OTL19
SH1139,Syed Brothers Kirana General Store,SE09,B574,B002,OTL09
SH1140,Dasharath Kirana General Store,SE09,B577,B002,OTL06
SH1141,Razak Kirana General Store,SE09,B616,B002,OTL02
SH1142,Ghouse Kirana General Store,SE09,B326,B002,OTL22
SH1143,Bhavani Provision Store,SE03,B617,B002,OTL01
SH1144,Sri Balaji Munnalal Mithai Bhandar,SE03,B619,B008,OTL10
SH1145,Sri Varsha Traders,SE03,B619,B002,OTL01
SH1146,Sri Laxmi Venkateshwara Bangalore Iyengar Bakery,SE03,B619,B001,OTL01
SH1147,Al Mizaan Bakery,SE03,B620,B001,OTL02
SH1148,Kgn Bakery,SE03,B620,B001,OTL02
SH1149,New 9Th Avenu Bakery,SE03,B621,B001,OTL01
SH1150,Brown Bear Bakery,SE03,B623,B001,OTL01
SH1151,Sri Saraswathi Provision Store,SE03,B624,B002,OTL01
SH1152,Roghan Bakers,SE03,B619,B001,OTL01
SH1153,Achireddy Sweet House,SE03,B623,B008,OTL01
SH1154,Rajasthan Mithai Bhandar,SE03,B619,B008,OTL01
SH1155,Balaji Premchand Sweet House,SE03,B625,B008,OTL01
SH1156,Jai Ambika Ice Cream Parlour,SE03,B623,B004,OTL10
SH1157,Agarwal Super Market ,SE03,B626,B007,OTL01
SH1158,New Bangalore Iyengar Bakery,SE03,B624,B001,OTL03
SH1159,Supreme Bakery ,SE03,B627,B001,OTL01
SH1160,Sri Sai Ganesh Kirana Store,SE03,B619,B009,OTL01
SH1161,Sri Laxmi Venkateshwara Banglore Iyengar Bakery,SE03,B628,B001,OTL01
SH1162,Sri Chandva Kirana General Store,SE03,B629,B002,OTL06
SH1163,Jayapradha Enterprise,SE03,B619,B006,OTL03
SH1164,Bhagyalakshmi Kirana General Store,SE03,B630,B002,OTL01
SH1165,Naresh Kirana General Store,SE03,B631,B002,OTL06
SH1166,Balaji Bakery,SE03,B631,B001,OTL03
SH1167,Prime Bakers,SE03,B623,B001,OTL01
SH1168,Imperial Bakers,SE03,B619,B001,OTL01
SH1169,Model Milk Products Ice Cream Parlour,SE03,B632,B004,OTL01
SH1170,Joshi Mithai Chat Bhandar,SE03,B623,B008,OTL08
SH1171,S R Bangalore Iyenger Bakery,SE03,B623,B001,OTL03
SH1172,Sri Sai Swetha Peoples Needs Provisions,SE03,B633,B002,OTL08
SH1173,Sangam Kirana Store,SE03,B623,B002,OTL03
SH1174,Sai Ram Kirana Store,SE03,B630,B002,OTL01
SH1175,Yogesh Kirana General Store,SE03,B634,B002,OTL01
SH1176,Krupa Priyanka Bakery,SE03,B635,B001,OTL03
SH1177,Sukha Sagara Restaurant,SE03,B636,B006,OTL03
SH1178,Shiv Shakti Provision Store,SE03,B628,B002,OTL03
SH1179,Padmavathi Provision Store,SE03,B637,B002,OTL01
SH1180,Sri Balaji Naveen Mithai Bhandar,SE03,B635,B008,OTL03
SH1181,Sree Bhavani Provision Store,SE03,B636,B009,OTL01
SH1182,Hot Cakes Bakery,SE03,B639,B001,OTL03
SH1183,Sri Laxmi Traders,SE03,B640,B002,OTL01
SH1184,Ram Dev Kgs,SE03,B619,B002,OTL02
SH1185,Bairang Kirana General Store,SE03,B641,B002,OTL01
SH1186,Sri Raja Rajeshwari Kirana General Store,SE03,B642,B009,OTL01
SH1187,Kvr Bakers,SE03,B643,B001,OTL01
SH1188,Jai Bhavani Enterprise,SE03,B644,B009,OTL03
SH1189,Jagadamba Kirana General Store,SE03,B645,B002,OTL01
SH1190,Imperial Bekary,SE03,B619,B001,OTL02
SH1191,Kvr Bakery,SE03,B619,B001,OTL02
SH1192,Mallikarjuna Kgs,SE03,B619,B002,OTL02
SH1193,Shiva Cool Drinks,SE03,B647,B006,OTL01
SH1194,Sujatha Kgs,SE03,B619,B002,OTL02
SH1195,Mallapur Shopping Center,SE01,B648,B002,OTL02
SH1196,Sri Vasavi Santosh Super Market,SE01,B649,B007,OTL05
SH1197,New Ramdev Kirana Genral Store,SE01,B650,B002,OTL05
SH1198,Hari Om Kirana General Store,SE01,B652,B002,OTL05
SH1199,Jyothi Milk Agency,SE01,B653,B004,OTL02
SH1200,Slj Bangalore Iyengar Bakery,SE01,B653,B001,OTL02
SH1201,Bharath Stores Grains Kirana General,SE08,B173,B002,OTL02
SH1202,Murshy Spices Kgs,SE08,B654,B002,OTL22
SH1203,K G N Star Point Kiranam And General Store,SE08,B655,B002,OTL02
SH1204,Blossom Bakery,SE08,B492,B001,OTL01
SH1205,Khadeer Kiranam And General Store,SE08,B657,B002,OTL01
SH1206,Sarvi Bakers,SE08,B658,B001,OTL01
SH1207,Aliya Confectionery,SE08,B659,B011,OTL01
SH1208,Sri Nidhi Kirana,SE04,B660,B002,OTL02
SH1209,Sri Sai Ram Bakery,SE04,B661,B001,OTL01
SH1210,Jai Sree Kirana,SE04,B662,B002,OTL05
SH1211,Sri Balaji Haritha Mithai Bandar,SE04,B663,B008,OTL05
SH1212,Hyderabad Sweet House,SE04,B664,B008,OTL05
SH1213,Veerabhadra Kirana,SE04,B661,B002,OTL01
SH1214,Om Sai Bakery,SE04,B665,B001,OTL02
SH1215,Rsp Traders,SE04,B141,B002,OTL05
SH1216,Khaja Kirana,SE04,B140,B002,OTL02
SH1217,New Delux Bakery,SE04,B665,B001,OTL02
SH1218,Sri Raghavendra Stationary And Ice Cream Parlour,SE04,B666,B004,OTL02
SH1219,Bakers 9,SE04,B661,B001,OTL18
SH1220,Sai Purified Drinking Water And Icecream ,SE04,B141,B006,OTL01
SH1221,Kishor Kirana,SE04,B668,B002,OTL02
SH1222,Pandu Kirana,SE04,B662,B002,OTL02
SH1223,Balaji Bhagvathi General Store,SE04,B667,B002,OTL02
SH1224,Kanakadara Kirana,SE04,B669,B002,OTL02
SH1225,Mahila Supermarket,SE04,B661,B007,OTL01
SH1226,L J Bakers,SE04,B480,B001,OTL05
SH1227,Delhi Mithai Wala,SE04,B661,B008,OTL01
SH1228,Sri Sairam Bakers,SE04,B661,B001,OTL01
SH1229,Sri Sai Maruthi Kirana,SE04,B670,B002,OTL02
SH1230,Sri Venkateswara Kirana,SE04,B671,B002,OTL02
SH1231,Sri Annapurna Supermarket,SE04,B672,B007,OTL05
SH1232,Sri Balaji Kirana And General,SE04,B673,B002,OTL02
SH1233,Sri R Mart,SE04,B676,B007,OTL18
SH1234,Sai Prakash Kirana,SE04,B672,B002,OTL02
SH1235,Sonu Bakers,SE04,B677,B001,OTL05
SH1236,Sri Venkateswara Kirana And General,SE04,B678,B002,OTL01
SH1237,The Sweet Bite Bakery,SE04,B671,B001,OTL02
SH1238,D S Mart,SE04,B679,B007,OTL05
SH1239,Break Time Bakers,SE04,B677,B001,OTL01
SH1240,G R Reddy Bakers,SE04,B680,B001,OTL01
SH1241,Basics Daily Store,SE04,B681,B002,OTL18
SH1242,Priya Sweets And Bakery,SE04,B661,B001,OTL01
SH1243,Sri Balaji Nathmal Kirana,SE04,B671,B002,OTL18
SH1244,New Ruchi Bangloor Bakery,SE04,B672,B001,OTL05
SH1245,Sri Laxmi Narayana Kirana,SE04,B671,B002,OTL02
SH1246,Sri Cmg Baker,SE04,B661,B001,OTL18
SH1247,Laxmi Narshimha Kirana,SE04,B672,B002,OTL05
SH1248,Family Mart,SE04,B98,B007,OTL10
SH1249,Kanishika Medical General Store,SE04,B481,B003,OTL22
SH1250,C5 Bakers,SE04,B480,B001,OTL05
SH1251,Sri Laxmi Ganapathi Kirana,SE04,B683,B002,OTL02
SH1252,Shashikantha Kirana,SE04,B684,B002,OTL02
SH1253,Dairy Dream ,SE04,B661,B001,OTL05
SH1254,New Ganesh Kirana,SE04,B672,B002,OTL05
SH1255,Pharmacy World Medical Store,SE08,B685,B003,OTL01
SH1256,S K General Store Stationary,SE08,B98,B002,OTL01
SH1257,Sahara General Store,SE08,B98,B002,OTL05
SH1258,Blue Ribbon Bakery,SE08,B98,B001,OTL05
SH1259,Asim Store Kirana General Store,SE08,B98,B002,OTL01
SH1260,Vinayaka Store,SE08,B98,B002,OTL05
SH1261,Sri Krishna Traders Kirana General Store,SE08,B98,B002,OTL05
SH1262,Mahalaxmi Medical Store,SE08,B686,B003,OTL18
SH1263,Fine Fare Super Market,SE08,B98,B007,OTL05
SH1264,Express Super Market,SE08,B98,B007,OTL20
SH1265,Tasty Byte,SE08,B687,B006,OTL16
SH1266,Benz Corner,SE08,B688,B006,OTL12
SH1267,S K Bakers Chinese Fast Food,SE08,B98,B001,OTL01
SH1268,T M Store,SE08,B98,B002,OTL01
SH1269,New Shalimar Sweets Bakery,SE08,B685,B008,OTL13
SH1270,Morine Bakery,SE08,B686,B001,OTL18
SH1271,Prime Pharmacy General Store,SE08,B688,B003,OTL12
SH1272,Sadiya Kirana General Store,SE08,B98,B002,OTL12
SH1273,Baskin Bakers,SE08,B689,B001,OTL10
SH1274,Super Bakery Store,SE08,B686,B001,OTL18
SH1275,Alams Sweets,SE08,B687,B008,OTL01
SH1276,New Brothers Medical General Store ,SE08,B687,B003,OTL01
SH1277,Kohinoor Home Needs,SE08,B685,B009,OTL01
SH1278,Soft Bite Bakery,SE08,B98,B001,OTL01
SH1279,Al Madina Ashraf Kirana And General Store,SE08,B98,B002,OTL02
SH1280,Nisha Kirana General Store,SE08,B98,B002,OTL01
SH1281,Bajarang Kirana And General Store,SE08,B690,B002,OTL02
SH1282,New Mysore Ghee Stores,SE08,B685,B013,OTL01
SH1283,De Fresh,SE08,B691,B001,OTL18
SH1284,G B Super Market,SE08,B692,B007,OTL05
SH1285,Badamhouse Bakery,SE08,B693,B001,OTL02
SH1286,Al Safa Dairy Milk Icecream Parlour,SE08,B694,B004,OTL02
SH1287,Sreevani Store,SE08,B694,B009,OTL02
SH1288,V Mart,SE08,B695,B007,OTL18
SH1289,Sri Balaji Mithai Bandar,SE08,B693,B001,OTL10
SH1290,Anusha Super Market,SE08,B696,B002,OTL18
SH1291,Azizia Super Market,SE08,B694,B007,OTL02
SH1292,Sri Grand Bazar Super Market,SE08,B697,B007,OTL22
SH1293,Best Price Whole Sale Medical Shop,SE08,B698,B003,OTL18
SH1294,New Malabar Kirana General Store,SE08,B694,B002,OTL02
SH1295,Karuna Kirana General Store,SE08,B475,B002,OTL22
SH1296,Ganesh Mithai Bander,SE08,B672,B008,OTL05
SH1297,Mahalaxmi General Store,SE08,B475,B009,OTL22
SH1298,Noble Super Market,SE08,B475,B007,OTL22
SH1299,Abdul Samad Kirana General Store,SE08,B697,B002,OTL22
SH1300,Tactikal Kirana General Store,SE08,B697,B002,OTL22
SH1301,Delight Delicious,SE08,B98,B001,OTL12
SH1302,Rohith Kirana General Store,SE08,B475,B002,OTL22
SH1303,A1 Kirana General Store,SE08,B697,B002,OTL22
SH1304,Al Kabeer Super Market Stationary And Cosmetics,SE08,B699,B007,OTL22
SH1305,Health Plus Pharmacy,SE08,B700,B003,OTL22
SH1306,Devara Bhavani Supermarket,SE08,B98,B007,OTL18
